Date,High,Low,Open,Close,Volume,Adj Close
2020-11-24,3134.25,3086.260009765625,3100.5,3118.06005859375,3602100,3118.06005859375
2020-11-25,3198.0,3140.260009765625,3141.8701171875,3185.070068359375,3790400,3185.070068359375
2020-11-27,3216.18994140625,3190.050048828125,3211.260009765625,3195.340087890625,2392900,3195.340087890625
2020-11-30,3228.389892578125,3125.550048828125,3208.47998046875,3168.0400390625,4063900,3168.0400390625
2020-12-01,3248.949951171875,3157.179931640625,3188.5,3220.080078125,4544400,3220.080078125
2020-12-02,3232.0,3173.260009765625,3221.64990234375,3203.530029296875,3129300,3203.530029296875
2020-12-03,3228.639892578125,3181.31005859375,3205.4599609375,3186.72998046875,2892000,3186.72998046875
2020-12-04,3198.2099609375,3158.760009765625,3198.2099609375,3162.580078125,2913600,3162.580078125
2020-12-07,3180.760009765625,3141.68994140625,3156.47998046875,3158.0,2751300,3158.0
2020-12-08,3184.1298828125,3120.02001953125,3158.89990234375,3177.2900390625,3286300,3177.2900390625
2020-12-09,3174.429931640625,3088.0,3167.889892578125,3104.199951171875,4100800,3104.199951171875
2020-12-10,3142.10009765625,3076.0,3088.989990234375,3101.489990234375,3030200,3101.489990234375
2020-12-11,3118.669921875,3072.820068359375,3096.659912109375,3116.419921875,3064700,3116.419921875
2020-12-14,3190.469970703125,3126.0,3143.0,3156.969970703125,4155800,3156.969970703125
2020-12-15,3188.5,3130.489990234375,3181.010009765625,3165.1201171875,3323700,3165.1201171875
2020-12-16,3247.0,3163.679931640625,3176.010009765625,3240.9599609375,4427600,3240.9599609375
2020-12-17,3263.510009765625,3221.0,3250.0,3236.080078125,3474300,3236.080078125
2020-12-18,3249.419921875,3171.60009765625,3243.989990234375,3201.64990234375,5995700,3201.64990234375
2020-12-21,3226.969970703125,3166.0,3200.010009765625,3206.179931640625,3836800,3206.179931640625
2020-12-22,3222.0,3180.080078125,3202.840087890625,3206.52001953125,2369400,3206.52001953125
2020-12-23,3210.1298828125,3184.169921875,3205.0,3185.27001953125,2093800,3185.27001953125
2020-12-24,3202.0,3169.0,3193.89990234375,3172.68994140625,1451900,3172.68994140625
2020-12-28,3304.0,3172.68994140625,3194.0,3283.9599609375,5686800,3283.9599609375
2020-12-29,3350.64990234375,3281.219970703125,3309.93994140625,3322.0,4872900,3322.0
2020-12-30,3342.10009765625,3282.469970703125,3341.0,3285.85009765625,3209300,3285.85009765625
2020-12-31,3282.919921875,3241.199951171875,3275.0,3256.929931640625,2957200,3256.929931640625
2021-01-04,3272.0,3144.02001953125,3270.0,3186.6298828125,4411400,3186.6298828125
2021-01-05,3223.3798828125,3165.06005859375,3166.010009765625,3218.510009765625,2655500,3218.510009765625
2021-01-06,3197.510009765625,3131.159912109375,3146.47998046875,3138.3798828125,4394800,3138.3798828125
2021-01-07,3208.5400390625,3155.0,3157.0,3162.159912109375,3514500,3162.159912109375
2021-01-08,3190.639892578125,3142.199951171875,3180.0,3182.699951171875,3537700,3182.699951171875
2021-01-11,3156.3798828125,3110.0,3148.010009765625,3114.2099609375,3683400,3114.2099609375
2021-01-12,3142.139892578125,3086.0,3120.0,3120.830078125,3514600,3120.830078125
2021-01-13,3189.949951171875,3122.080078125,3128.43994140625,3165.889892578125,3321200,3165.889892578125
2021-01-14,3178.0,3120.590087890625,3167.52001953125,3127.469970703125,3070900,3127.469970703125
2021-01-15,3142.550048828125,3095.169921875,3123.02001953125,3104.25,4244000,3104.25
2021-01-19,3145.0,3096.0,3107.0,3120.760009765625,3305100,3120.760009765625
2021-01-20,3279.800048828125,3175.0,3181.989990234375,3263.3798828125,5309800,3263.3798828125
2021-01-21,3348.550048828125,3289.570068359375,3293.0,3306.989990234375,4945100,3306.989990234375
2021-01-22,3321.909912109375,3283.159912109375,3304.31005859375,3292.22998046875,2821900,3292.22998046875
2021-01-25,3363.889892578125,3243.14990234375,3328.5,3294.0,3749800,3294.0
2021-01-26,3338.0,3282.8701171875,3296.360107421875,3326.1298828125,2955200,3326.1298828125
2021-01-27,3346.52001953125,3207.080078125,3341.489990234375,3232.580078125,4660200,3232.580078125
2021-01-28,3301.679931640625,3228.68994140625,3235.0400390625,3237.6201171875,3149200,3237.6201171875
2021-01-29,3236.989990234375,3184.550048828125,3230.0,3206.199951171875,4285600,3206.199951171875
2021-02-01,3350.260009765625,3235.030029296875,3242.360107421875,3342.8798828125,4160200,3342.8798828125
2021-02-02,3427.739990234375,3361.1298828125,3380.0,3380.0,7098600,3380.0
2021-02-03,3434.0,3308.6201171875,3425.010009765625,3312.530029296875,7088800,3312.530029296875
2021-02-04,3347.0,3277.75,3330.0,3331.0,3670700,3331.0
2021-02-05,3377.0,3302.7099609375,3319.0,3352.14990234375,3613600,3352.14990234375
2021-02-08,3365.0,3304.0,3358.5,3322.93994140625,3257400,3322.93994140625
2021-02-09,3338.0,3297.840087890625,3312.489990234375,3305.0,2203500,3305.0
2021-02-10,3317.949951171875,3254.0,3314.0,3286.580078125,3151600,3286.580078125
2021-02-11,3292.0,3248.06005859375,3292.0,3262.1298828125,2295800,3262.1298828125
2021-02-12,3280.25,3233.31005859375,3250.0,3277.7099609375,2329300,3277.7099609375
2021-02-16,3308.300048828125,3253.590087890625,3254.050048828125,3268.949951171875,2563200,3268.949951171875
2021-02-17,3320.909912109375,3259.5,3263.60009765625,3308.639892578125,3297500,3308.639892578125
2021-02-18,3338.0,3273.93994140625,3282.419921875,3328.22998046875,3027400,3328.22998046875
2021-02-19,3333.5,3245.75,3328.22998046875,3249.89990234375,4297200,3249.89990234375
2021-02-22,3232.320068359375,3172.260009765625,3208.1298828125,3180.739990234375,3504600,3180.739990234375
2021-02-23,3204.72998046875,3093.60009765625,3127.030029296875,3194.5,4669500,3194.5
2021-02-24,3171.22998046875,3125.3798828125,3166.75,3159.530029296875,3003000,3159.530029296875
2021-02-25,3178.260009765625,3047.760009765625,3136.739990234375,3057.159912109375,4507100,3057.159912109375
2021-02-26,3122.43994140625,3036.699951171875,3095.199951171875,3092.929931640625,4273500,3092.929931640625
